station_id,name,brand,operator,latitude,longitude,source
node/5084178833,Shell,Shell,Shell,41.1674095,29.5420488,OpenStreetMap Overpass
node/5098722412,Shell,Shell,Balmumcu,41.0614084,29.0110721,OpenStreetMap Overpass
node/5105359497,,,,41.0283367,28.878253,OpenStreetMap Overpass
node/5107277905,,,,41.0165067,29.0302075,OpenStreetMap Overpass
node/5107315776,Aytemiz,Aytemiz,,41.0047684,29.0353401,OpenStreetMap Overpass
node/5107401717,Petrol Ofisi,Petrol Ofisi,,40.98367,28.6439262,OpenStreetMap Overpass
node/5107498125,Alpet,Alpet,,40.9893865,28.6188569,OpenStreetMap Overpass
node/5108169540,,,,41.0306299,28.6625701,OpenStreetMap Overpass
node/5108170071,,,,41.0316929,28.6575073,OpenStreetMap Overpass
node/5108791878,Petrol Ofisi,Petrol Ofisi,,40.9887409,28.6676454,OpenStreetMap Overpass
node/5110198325,,,,41.0478767,28.9685879,OpenStreetMap Overpass
node/5112306755,,,,41.0423654,28.676434,OpenStreetMap Overpass
node/5113465273,BP,BP,,41.0177752,28.9509568,OpenStreetMap Overpass
node/5113486747,Total,TotalEnergies,,41.0286169,28.9369637,OpenStreetMap Overpass
node/5113592145,BP,BP,,41.0070444,28.9368651,OpenStreetMap Overpass
node/5113615724,Aytemiz,Aytemiz,,41.0297906,28.939052,OpenStreetMap Overpass
node/5115935420,Opet,Opet,,41.0072114,28.9284307,OpenStreetMap Overpass
node/5128217778,,,,41.0502394,28.859229,OpenStreetMap Overpass
node/5128217779,,,,41.0522075,28.8581586,OpenStreetMap Overpass
node/5128217780,,,,41.0540279,28.8544678,OpenStreetMap Overpass
node/5132939928,,,,41.0568105,28.7280349,OpenStreetMap Overpass
node/5147134748,Alpet,Alpet,,41.1366543,28.8170534,OpenStreetMap Overpass
node/5149577694,Petrol Ofisi,Petrol Ofisi,,40.9717653,29.2485139,OpenStreetMap Overpass
node/5151220720,,,,40.967791,29.2699856,OpenStreetMap Overpass
node/5151430409,Total,TotalEnergies,,40.9697013,29.2659915,OpenStreetMap Overpass
node/5158327351,,,,40.9406294,29.2852556,OpenStreetMap Overpass
node/5208250439,Shell,Shell,Shell,40.9605351,29.2916233,OpenStreetMap Overpass
node/5229773921,,,,40.8792929,29.2204988,OpenStreetMap Overpass
node/5244129822,Lukoil,Lukoil,,40.9902534,29.1758465,OpenStreetMap Overpass
node/5244796137,Opet Tahtakale,Opet,,41.0151886,28.968297,OpenStreetMap Overpass
node/5244801830,Kumkapi TotalEnergies,TotalEnergies,TotalEnergies,41.0017886,28.9725372,OpenStreetMap Overpass
node/5253548270,Shell benzinci,Shell,shell,40.9939415,28.8945802,OpenStreetMap Overpass
node/5254108623,Shell,Shell,,41.176591,28.8902738,OpenStreetMap Overpass
node/5272471198,Shell,Shell,,40.9573939,29.0976751,OpenStreetMap Overpass
node/5281796616,Class Petrol,,,40.8843453,29.2359312,OpenStreetMap Overpass
node/5282028235,,,,40.9382947,29.1408662,OpenStreetMap Overpass
node/5283303556,Petrol Ofisi,Petrol Ofisi,,40.981511,29.0686312,OpenStreetMap Overpass
node/5283668028,,,,41.027751,28.9084234,OpenStreetMap Overpass
node/5290533598,Shell,Shell,,41.007132,29.1903445,OpenStreetMap Overpass
node/5291682316,Petrol Ofisi Arasena,Petrol Ofisi,Arasena Enerji Petrol A.Ş.,40.8908871,29.2632647,OpenStreetMap Overpass
node/5292281495,Total,TotalEnergies,,40.890674,29.2342555,OpenStreetMap Overpass
node/5295378910,,,,40.9168959,29.195766,OpenStreetMap Overpass
node/5316011367,BP,BP,,40.8875592,29.1917101,OpenStreetMap Overpass
node/5316391220,Uspet,,,40.9905592,29.0767874,OpenStreetMap Overpass
node/5316393025,Petrol Ofisi,Petrol Ofisi,,40.9899507,29.0820974,OpenStreetMap Overpass
node/5316393026,,,,40.9980508,29.0915291,OpenStreetMap Overpass
node/5329319844,Petrol Ofisi,Petrol Ofisi,,40.9424888,29.3020362,OpenStreetMap Overpass
node/5329320553,P MAX,,,40.9727059,29.2622919,OpenStreetMap Overpass
node/5329338009,Aytemiz,Aytemiz,,40.9643618,29.2742466,OpenStreetMap Overpass
node/5336994052,,,,41.0751507,28.9696221,OpenStreetMap Overpass
node/5336994069,,,,41.0811679,28.9865705,OpenStreetMap Overpass
node/5344919571,Lukoil,Lukoil,,40.9422553,29.30125,OpenStreetMap Overpass
node/5362917722,Opet Gültepe,Opet,,41.0231146,29.1079509,OpenStreetMap Overpass
node/5362917723,Opet imes 1,Opet,,41.0020489,29.1636539,OpenStreetMap Overpass
node/5362920522,Besa petlıine,,,40.8554842,29.3678858,OpenStreetMap Overpass
node/5370265112,Shell,Shell,,41.0080712,28.8970539,OpenStreetMap Overpass
node/5375211991,,,,41.0245829,28.8064335,OpenStreetMap Overpass
node/5375237948,Shell,Shell,,41.044584,28.8207294,OpenStreetMap Overpass
node/5375237950,Aytemiz,Aytemiz,,41.0448318,28.8169805,OpenStreetMap Overpass
node/5385351123,imes petrol 089,,,41.0018496,29.1643045,OpenStreetMap Overpass
node/5385351124,Opet,Opet,,40.971905,29.2491636,OpenStreetMap Overpass
node/5385354921,Opet,Opet,,40.9458545,29.1274403,OpenStreetMap Overpass
node/5393139681,Opet,Opet,Opet,41.0642078,28.9822451,OpenStreetMap Overpass
node/5393139853,,,,41.0855779,28.9685793,OpenStreetMap Overpass
node/5411633625,,,,41.1732022,29.054004,OpenStreetMap Overpass
node/5418808042,Moil,Moil,,40.9909695,28.8708226,OpenStreetMap Overpass
node/5418842117,Total,TotalEnergies,,41.0173023,28.8904511,OpenStreetMap Overpass
node/5437546261,,,,41.0154297,29.2437366,OpenStreetMap Overpass
node/5437546316,Shell,Shell,,41.0269115,29.2397661,OpenStreetMap Overpass
node/5437672597,Petrol Ofisi,Petrol Ofisi,,41.0396942,29.2345379,OpenStreetMap Overpass
node/5455133252,Total,TotalEnergies,,41.1528607,28.7875335,OpenStreetMap Overpass
node/5462596529,BP,BP,,41.0449926,28.8230339,OpenStreetMap Overpass
node/5462640316,BP,BP,,41.0079027,29.1808357,OpenStreetMap Overpass
node/5479470554,Petrol Ofisi,Petrol Ofisi,,41.0227995,29.1096406,OpenStreetMap Overpass
node/5479470622,TotalEnergies,TotalEnergies,,41.0221955,29.1126822,OpenStreetMap Overpass
node/5482975722,PO,,,41.0437082,28.9479541,OpenStreetMap Overpass
node/5542883356,Onex,,,40.9643673,29.281366,OpenStreetMap Overpass
node/5542883408,Opet,Opet,,40.9711613,29.2575172,OpenStreetMap Overpass
node/5542883570,Total,TotalEnergies,,40.9694406,29.2571926,OpenStreetMap Overpass
node/5542883589,Bulvar girişi,,,40.9419343,29.30161,OpenStreetMap Overpass
node/5542883633,Akşamsettin,,,40.948057,29.2996747,OpenStreetMap Overpass
node/5542883700,Shell,Shell,,40.9825628,29.2667627,OpenStreetMap Overpass
node/5542886345,total Emkar petrol sanayi karsì,TotalEnergies,,40.951119,29.2976145,OpenStreetMap Overpass
node/5542889147,TP - Türkiye Petrolleri,Türkiye Petrolleri,,40.9638346,29.2844653,OpenStreetMap Overpass
node/5543597120,,,,40.8594511,29.3772812,OpenStreetMap Overpass
node/5543680264,,,,40.8093883,29.4603929,OpenStreetMap Overpass
node/5610931982,,,,41.1721549,28.5026895,OpenStreetMap Overpass
node/5613678003,,,,41.1510071,28.4527997,OpenStreetMap Overpass
node/5613729478,,,,41.2512907,28.4924105,OpenStreetMap Overpass
node/5616649534,BP,BP,,40.9814332,29.0811831,OpenStreetMap Overpass
node/5667618755,Starpet,,,41.020533,28.9066419,OpenStreetMap Overpass
node/5667661771,bp taşıtmatık,BP,,40.9821539,28.8937035,OpenStreetMap Overpass
node/5667673366,Petrol Ofisi Bağcılar 100. Yıl,Petrol Ofisi,,41.0562669,28.8526468,OpenStreetMap Overpass
node/5667687574,Shell,Shell,,41.0285248,28.8464788,OpenStreetMap Overpass
node/5667689774,Opet,Opet,,41.032617,28.8341154,OpenStreetMap Overpass
node/5667747971,Total Bağcılar-2,TotalEnergies,,41.0283367,28.856824,OpenStreetMap Overpass
node/5686793717,,,,41.0795924,29.1425113,OpenStreetMap Overpass
node/5686793935,,,,41.1216431,29.1462166,OpenStreetMap Overpass
node/5686940428,,,,41.1365841,28.6230491,OpenStreetMap Overpass
node/5686969979,BP-Artı Kurumsal Kart Ve Petrol,BP,Artı Kurumsal Kart Ve Petrol,41.1234795,28.6248907,OpenStreetMap Overpass
node/5686970001,Shell,Shell,Shell,41.1525006,28.6170195,OpenStreetMap Overpass
node/5686970042,,,,41.1173181,28.6282691,OpenStreetMap Overpass
node/5686970066,TotalEnergies,TotalEnergies,,41.1174784,28.629389,OpenStreetMap Overpass
node/5707236740,,,,41.0222354,28.7011184,OpenStreetMap Overpass
node/5707360358,BP,BP,,41.0250023,28.6592596,OpenStreetMap Overpass
node/5707508888,BP,BP,,41.0047978,28.8923178,OpenStreetMap Overpass
node/5707508889,,,,41.0049447,28.8920028,OpenStreetMap Overpass
node/5708413680,Türkiye Petrolleri,Türkiye Petrolleri,,41.0834384,28.9487993,OpenStreetMap Overpass
node/5708543081,,,,41.1972545,28.4455672,OpenStreetMap Overpass
node/5909868367,,,,41.0298186,28.8635582,OpenStreetMap Overpass
node/5940640333,,,,40.96645,29.103328,OpenStreetMap Overpass
node/5940682543,BP,BP,,40.9670745,29.104211,OpenStreetMap Overpass
node/5948284506,Shell,Shell,,40.8811717,29.3451289,OpenStreetMap Overpass
node/5950843462,Aytemiz,Aytemiz,,40.8198134,29.4150015,OpenStreetMap Overpass
node/5950843469,,,,40.8248611,29.4138981,OpenStreetMap Overpass
node/5950843515,Shell,Shell,,40.8145536,29.4174109,OpenStreetMap Overpass
node/5950859552,,,,40.8132967,29.4388288,OpenStreetMap Overpass
node/5950859562,,,,40.8108797,29.4553802,OpenStreetMap Overpass
node/5954059533,Petrol Ofisi,Petrol Ofisi,,41.0225451,29.0753284,OpenStreetMap Overpass
node/5956671712,,,,41.1245795,29.4808701,OpenStreetMap Overpass
node/5959790503,Aytemiz,Aytemiz,Aytemiz,41.1123996,29.0407526,OpenStreetMap Overpass
node/5968860779,,,,40.8390872,29.2954604,OpenStreetMap Overpass
node/5992890598,,,,41.0336295,28.8074676,OpenStreetMap Overpass
node/5995243483,,,,41.1582212,28.6135003,OpenStreetMap Overpass
node/6000017192,Petrol Ofisi,Petrol Ofisi,,40.9279097,29.1329757,OpenStreetMap Overpass
node/6000889519,Shell,Shell,,41.1177047,29.0644015,OpenStreetMap Overpass
node/6012596061,Shell,Shell,,41.0322908,29.1736573,OpenStreetMap Overpass
node/6029343474,İloil,,,41.1813769,28.7448117,OpenStreetMap Overpass
node/6029343475,Petrol Ofisi,Petrol Ofisi,,41.1819955,28.7429251,OpenStreetMap Overpass
node/6031330355,,,,40.8773356,29.420393,OpenStreetMap Overpass
node/6039017188,,,,41.0598711,28.6992785,OpenStreetMap Overpass
node/6068995091,,,,41.0972265,28.9046329,OpenStreetMap Overpass
node/6146383487,BP,BP,Benzin İstasyonu,41.078851,29.0029586,OpenStreetMap Overpass
node/6149743007,,,,40.8033316,29.527646,OpenStreetMap Overpass
node/6318139757,Total,TotalEnergies,,40.9105568,29.2161373,OpenStreetMap Overpass
node/6332664122,Alpet Ayar Petrol,Alpet,,41.0265141,28.4656456,OpenStreetMap Overpass
node/6380773887,BP,BP,,41.0248356,29.2256803,OpenStreetMap Overpass
node/6390459922,Shell,Shell,,40.8999268,29.2199557,OpenStreetMap Overpass
node/6437087001,Total,TotalEnergies,,41.0578137,28.7127623,OpenStreetMap Overpass
node/6507504085,133 imes petrol,,,40.9567108,29.2138795,OpenStreetMap Overpass
node/6512531400,BP,BP,,40.9894463,29.0421754,OpenStreetMap Overpass
node/6518087485,Türkiye Petrolleri,Türkiye Petrolleri,,40.886222,29.236328,OpenStreetMap Overpass
node/6528483391,Opet,Opet,Opet Petrolcülük A.Ş.,41.1511698,28.7877841,OpenStreetMap Overpass
node/6577151296,Opet,Opet,Opet Petrolcülük A.Ş.,40.9110485,29.1818113,OpenStreetMap Overpass
node/6594719428,Petrol Ofisi,Petrol Ofisi,,41.1039881,28.8619681,OpenStreetMap Overpass
node/6594719434,Petrol Ofisi,Petrol Ofisi,,41.0948562,28.8632641,OpenStreetMap Overpass
node/6594719435,Petrol Ofisi,Petrol Ofisi,,41.0917254,28.8645145,OpenStreetMap Overpass
node/6595207917,Shell,Shell,,40.8652979,29.379763,OpenStreetMap Overpass
node/6597112256,,,,41.0955329,28.7908182,OpenStreetMap Overpass
node/6696452665,,,,41.0143136,28.8321043,OpenStreetMap Overpass
node/6720423076,Aytemiz,Aytemiz,Aytemiz,41.236291,28.9051683,OpenStreetMap Overpass
node/6805146202,Total,TotalEnergies,,41.0145892,29.0756042,OpenStreetMap Overpass
node/6805337406,,,,40.9894307,29.1953675,OpenStreetMap Overpass
node/6842721097,,,,41.0716227,28.9798973,OpenStreetMap Overpass
node/6854402223,Petrol Ofisi,Petrol Ofisi,,41.0319161,28.9058591,OpenStreetMap Overpass
node/6854402224,Starpet,,,41.0319758,28.9055397,OpenStreetMap Overpass
node/6854402244,Petrol Ofisi,Petrol Ofisi,,41.0283233,28.9168122,OpenStreetMap Overpass
node/6862518820,Opet,Opet,,41.0078954,29.1928866,OpenStreetMap Overpass
node/6863696019,Petrol Ofisi,Petrol Ofisi,,40.9274927,29.3469241,OpenStreetMap Overpass
node/6973615085,,,,40.9288418,29.4395912,OpenStreetMap Overpass
node/7046396309,Opet,Opet,Yamaç Petrol,41.0144577,29.1904016,OpenStreetMap Overpass
node/7046396315,Opet Ümraniye,Opet,Opet Petrolcülük A.Ş.,40.9936151,29.1889906,OpenStreetMap Overpass
node/7125660786,Opet,Opet,,41.026754,29.2427586,OpenStreetMap Overpass
node/7145762135,Petrol Ofisi,Petrol Ofisi,,41.018544,29.0845768,OpenStreetMap Overpass
node/7167510127,Petrol Ofisi,Petrol Ofisi,,41.0603468,28.6987055,OpenStreetMap Overpass
node/7370312886,clas petrol,,,40.8146571,29.374001,OpenStreetMap Overpass
node/7498451381,Energy,Energy,Energy,40.993182,28.6303116,OpenStreetMap Overpass
node/7501444291,Opet Beylikdüzü,Opet,Opet Petrolcülük A.Ş.,41.0048016,28.6376236,OpenStreetMap Overpass
node/7506071047,TotalEnergies,TotalEnergies,,40.9894325,28.6573616,OpenStreetMap Overpass
node/7518367166,Teco,,,41.0306413,28.6825978,OpenStreetMap Overpass
node/7523601250,,,,41.0120959,28.6818702,OpenStreetMap Overpass
node/7523622408,Shell,Shell,,40.9775719,29.0971615,OpenStreetMap Overpass
node/7562999678,,,,41.0275668,29.026192,OpenStreetMap Overpass
node/7621910819,Petrol Ofisi,Petrol Ofisi,,40.9393933,29.3172635,OpenStreetMap Overpass
node/7631483620,Opet,Opet,Opet Petrolcülük A.Ş.,41.0489227,29.0545563,OpenStreetMap Overpass
node/7656054264,Shell,Shell,,41.0015329,29.0780713,OpenStreetMap Overpass
node/7668596055,,,,40.9816004,29.2215046,OpenStreetMap Overpass
node/7740567851,Best,Best,,40.9176914,29.1440382,OpenStreetMap Overpass
node/7744427285,,,,40.9364775,29.6629014,OpenStreetMap Overpass
node/7865342719,,,,41.0863729,29.1364115,OpenStreetMap Overpass
node/8374525367,Opet Gebze,Opet,Opet Petrolcülük A.Ş.,40.8197439,29.4445917,OpenStreetMap Overpass
node/8403439423,Moil Milan Petrol,Moil,Milan Petrol,41.2236389,28.4551746,OpenStreetMap Overpass
node/8403505436,Petrol Ofisi,Petrol Ofisi,,41.1045077,28.4248468,OpenStreetMap Overpass
node/8520542077,Shell,Shell,,40.8806693,29.255162,OpenStreetMap Overpass
node/8585585831,Türkiye Petrolleri,Türkiye Petrolleri,,40.8731683,29.2652568,OpenStreetMap Overpass
node/8585585832,Türkiye Petrolleri,Türkiye Petrolleri,,40.8736907,29.26607,OpenStreetMap Overpass
node/8739742042,TotalEnergies,TotalEnergies,,41.0243095,28.6235887,OpenStreetMap Overpass
node/8739798441,Shell Gürpınar Kavşak,Shell,,41.01835,28.632575,OpenStreetMap Overpass
node/8745873184,Class,Class,,41.0023361,28.8860995,OpenStreetMap Overpass
node/8785545916,BP Büyükçekmece Kamiloba,BP,,41.0378019,28.4372572,OpenStreetMap Overpass
node/8785545975,Petrol Ofisi Büyükçekmece Kamiloba,Petrol Ofisi,,41.0402471,28.4284738,OpenStreetMap Overpass
node/8852452641,Opet Tuzla,Opet,Opet Petrolcülük A.Ş.,40.931674,29.3389549,OpenStreetMap Overpass
node/8857110730,Aytemiz Bahçelievler Çobançeşme,Aytemiz,,41.0009743,28.8226446,OpenStreetMap Overpass
node/8903542274,,,,41.1791462,28.703004,OpenStreetMap Overpass
node/8990639673,Aytemiz Gaziosmanpaşa Hürriyet,Aytemiz,Küçükköy Petrol,41.0704898,28.902302,OpenStreetMap Overpass
node/9107841647,Opet Bağcılar 15 Temmuz,Opet,,41.0274062,28.8125769,OpenStreetMap Overpass
node/9128770763,Petrol Ofisi,Petrol Ofisi,,41.0178124,28.4830719,OpenStreetMap Overpass
node/9164767329,Shell,Shell,,40.871259,29.3314775,OpenStreetMap Overpass
node/9164830220,Aygaz,Aygaz,Aygaz,40.9950191,28.7052039,OpenStreetMap Overpass
node/9169578683,,,,41.0425372,28.8466338,OpenStreetMap Overpass
node/9177606423,BP Büyükçekmece Yakuplu,BP,,41.0143393,28.6469932,OpenStreetMap Overpass
node/9272881830,Opet Çayırova,Opet,Opet Petrolcülük A.Ş.,40.8603752,29.3863957,OpenStreetMap Overpass
node/9272881832,Total Tuzla,TotalEnergies,Opet Petrolcülük A.Ş.,40.9183976,29.3514665,OpenStreetMap Overpass
node/9282741027,Shell,Shell,,40.844676,29.3058965,OpenStreetMap Overpass
node/9282741028,Shell,Shell,,40.8760027,29.2630048,OpenStreetMap Overpass
node/9282741029,,,,40.8800399,29.2594429,OpenStreetMap Overpass
node/9283105742,Aytemiz Büyükçekmece Güzelce,Aytemiz,,41.0095046,28.523367,OpenStreetMap Overpass
node/9283105743,Total Gas Station,TotalEnergies,,41.0103957,28.5316044,OpenStreetMap Overpass
node/9283105744,Aygaz,Aygaz,,41.0126432,28.53724,OpenStreetMap Overpass
node/9283105745,Opet Büyükçekmece Ekinoba,Opet,Opet Petrolcülük A.Ş.,41.0125326,28.5413531,OpenStreetMap Overpass
node/9283105746,Shell Sinanoba,Shell,,41.0145481,28.5461599,OpenStreetMap Overpass
node/9283105747,Lukoil Akaryakıt İstasyonu,Lukoil,,41.013994,28.5473981,OpenStreetMap Overpass
node/9283105748,Total Mimarsinan,TotalEnergies,,41.0170614,28.557399,OpenStreetMap Overpass
node/9283105749,Shell Mimarsinan,Shell,,41.0172978,28.5622313,OpenStreetMap Overpass
node/9283105750,Petrol Ofisi,Petrol Ofisi,Batular Petrol,41.0185701,28.5639545,OpenStreetMap Overpass
node/9283105751,Petrol Ofisi,Petrol Ofisi,,41.0196623,28.5636778,OpenStreetMap Overpass
node/9283105752,Opet Büyükçekmece Mimar Sinan,Opet,,41.02096,28.5631501,OpenStreetMap Overpass
node/9283105753,Shell Büyükçekmece Ulus,Shell,,41.0258567,28.5565171,OpenStreetMap Overpass
node/9283133180,,,,40.8130443,29.3684457,OpenStreetMap Overpass
node/9283133181,Bpet Kübra PEtrol,bpet,,40.814681,29.3721052,OpenStreetMap Overpass
node/9283133182,seng petrol petline,,,40.8225544,29.4151031,OpenStreetMap Overpass
node/9283133183,Opet Çayırova,Opet,Opet Petrolcülük A.Ş.,40.8365985,29.4060533,OpenStreetMap Overpass
node/9283133184,Opet Tuzla,Opet,Opet Petrolcülük A.Ş.,40.8194752,29.3062437,OpenStreetMap Overpass
node/9283139107,BP,BP,,40.9358432,29.3611401,OpenStreetMap Overpass
node/9283139109,Shell,Shell,,40.9405618,29.3698716,OpenStreetMap Overpass
node/9283139110,Petrol Ofisi,Petrol Ofisi,,40.9426442,29.373383,OpenStreetMap Overpass
node/9283139111,Opet,Opet,,40.9283857,29.4360139,OpenStreetMap Overpass
node/9283139116,Lukoil,Lukoil,,40.9445864,29.3880242,OpenStreetMap Overpass
node/9283139717,TotalEnergies TSK Mehmetcik Vakfı,TotalEnergies,Güzel Enerji,40.9350119,29.3288072,OpenStreetMap Overpass
node/9283180208,BP,BP,,41.1278316,29.0961848,OpenStreetMap Overpass
node/9283180209,Shell,Shell,,41.1305879,29.0935792,OpenStreetMap Overpass
node/9283195049,Total,TotalEnergies,,41.0221984,29.0429366,OpenStreetMap Overpass
node/9283195050,Total,TotalEnergies,total,41.0230199,29.0430475,OpenStreetMap Overpass
node/9283195051,Opet Üsküdar,Opet,Opet Petrolcülük A.Ş.,41.0237064,29.041962,OpenStreetMap Overpass
node/9283195052,Opet,Opet,,41.0241529,29.0548718,OpenStreetMap Overpass
node/9283195053,Total,TotalEnergies,,41.023903,29.0815897,OpenStreetMap Overpass
node/9283216811,Total,TotalEnergies,,41.0029931,29.0362236,OpenStreetMap Overpass
node/9283216812,Shell,Shell,,41.0031836,29.0341387,OpenStreetMap Overpass
node/9283216813,Shell,Shell,,41.0068267,29.0251505,OpenStreetMap Overpass
node/9283226128,Total,TotalEnergies,,41.1692589,28.9050021,OpenStreetMap Overpass
node/9283238437,,,,41.1558455,29.6043713,OpenStreetMap Overpass
node/9283238443,TotalEnergies,TotalEnergies,,41.0876776,29.3476389,OpenStreetMap Overpass
node/9283238444,,,,41.0880657,29.3451445,OpenStreetMap Overpass
node/9293353315,,,,41.1908234,29.4472343,OpenStreetMap Overpass
node/9293393454,BPet,Bpet,,41.1679444,29.5613628,OpenStreetMap Overpass
node/9293419410,BP,BP,,41.1914264,29.0368874,OpenStreetMap Overpass
node/9299860551,Petrol Ofisi,Petrol Ofisi,,41.0201144,28.5593928,OpenStreetMap Overpass
node/9299860552,Opet Büyükçekmece Fatih,Opet,Opet Petrolcülük A.Ş.,41.0217351,28.5840546,OpenStreetMap Overpass
node/9299860553,Kadoil,Kadoil,Lipetgaz,41.0231782,28.6188261,OpenStreetMap Overpass
node/9299860557,BP,BP,,41.016821,28.6392375,OpenStreetMap Overpass
node/9299860560,Türk Petrol,,,41.0001016,28.6950441,OpenStreetMap Overpass
node/9299860561,Shell Avcılar,Shell,,40.9882554,28.7187248,OpenStreetMap Overpass
node/9299860562,Petrol Ofisi,Petrol Ofisi,,40.990692,28.7184232,OpenStreetMap Overpass
node/9299860563,Shell Küçükçekmece,Shell,,40.9868352,28.7699299,OpenStreetMap Overpass
node/9299860564,Petrol Ofisi Küçükçekmece Cennet,Petrol Ofisi,,40.9859369,28.7839188,OpenStreetMap Overpass
node/9299860565,BP Küçükçekmece Gültepe,BP,,40.9885513,28.7909023,OpenStreetMap Overpass
node/9299860568,Shell Atatürk Havalimanı,Shell,,40.9863951,28.8196684,OpenStreetMap Overpass
node/9299860569,Opet Ceynak Lojistik,Opet,Ceynak Lojistik,41.0164732,28.8116205,OpenStreetMap Overpass
node/9299860570,BP Bağcılar Kirazlı Bağlar,BP,,41.0260494,28.8141226,OpenStreetMap Overpass
node/9299860571,Shell Halkalı,Shell,,41.0432544,28.8030705,OpenStreetMap Overpass
node/9299860572,BP,BP,,41.0366263,28.7971332,OpenStreetMap Overpass
node/9299860573,Shell,Shell,,41.0336744,28.7681455,OpenStreetMap Overpass
node/9299860574,,,,41.0426641,28.7563563,OpenStreetMap Overpass
node/9300226842,Petrol Ofisi,Petrol Ofisi,,40.9194604,29.2866564,OpenStreetMap Overpass
node/9300226844,Energy,,Energy,40.8942418,29.2593302,OpenStreetMap Overpass
node/9300286790,Shell,Shell,,41.0716662,28.6938781,OpenStreetMap Overpass
node/9300286799,BP Esenyurt Akçaburgaz,BP,,41.0672924,28.6494303,OpenStreetMap Overpass
node/9300325252,Shell,Shell,,40.9810361,29.1311204,OpenStreetMap Overpass
node/9300325253,BP Kayışdağı,BP,,40.9793625,29.1271977,OpenStreetMap Overpass
node/9300325266,Türkiye Petrolleri,Türkiye Petrolleri,,40.9790501,29.1046565,OpenStreetMap Overpass
node/9300325267,Shell,Shell,,40.9853132,29.107179,OpenStreetMap Overpass
